0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.8491084941663711,0.8567549694441676,0.8623510516919661,0.8655330473400062,0.8617655220079476,0.8564541371779466,0.8484845117090889,0.8557599445510276,0.8564984780676386,0.8485153176943316,0.8480474220528231,0.8595765066378607,0.8620574987351453,0.8570522575486508,0.8666042144284218,0.8602304650441828,0.8432101480644545,0.8238612140837906,0.7958767665799686,0.8098904979694437,0.8307030332034429,0.8564632930901284,0.8813881675279696,0.9012441528841033,0.9123750861138271,0.9103476480267059,0.9224654111169741,0.9288398340401778,0.8562676884677383,0.7617600718209934,0.6730236483679,0.7271554601998189,0.8360474820528521,0.9427877421917246,1.0,0.9647997390401537,0.9192021097583103,0.8791525951548644,0.8502597508923673,0.7934369378335684,0.7903402881053005,0.8445983150880081,0.8715961201940048,0.8785018049200413,0.8836463794566529,0.8910286092281856,0.8898857637366082,0.8929106467265355,0.9020140437986242,0.9239659735642927,0.9414163137937108,0.9357052143860085,0.9434195517253356,0.9445263197693454,0.9556554939361148,0.938290414555778,0.8998027640389163,0.8495705997301637,0.7879464262549942,0.7198763871293115,0.6963500641113969,0.7214851415855184,0.7514753326795542,0.7779048352383353,0.8150229168553351,0.8260529173606672,0.8340035058906015,0.8432044066419686,0.835440301829526,0.7557256853541006,0.6528369014462325,0.6185203474136927,0.7208317693350921,0.8236783138101367,0.9111101219540902,0.9257794268861739,0.8823554700534153,0.8605746247382746,0.8602028151842287,0.8097202951690199,0.7791622112486731,0.8248540339638919,0.8683433544583425,0.871628611827377,0.8649653766213086,0.8567190502904296,0.8436663983042538,0.8180903773711727,0.8157167476132452,0.8277196575892307,0.8150172316119129,0.8284117040368488,0.8470108956354068,0.8364987415090517,0.8369153394462319,0.8497742465560809,0.8353707342174723,0.8102331285555837,0.7759229426273175,0.7411541997991886,0.7086958387224289,0.7018287858064185,0.7244015444659486,0.748853445981271,0.769342041482461,0.7937347122415992,0.8035714788273216,0.7874162525927777,0.7572199297136155,0.6863676709630044,0.5897190982482479,0.49485628512029134,0.49386863100343126,0.5744663512714636,0.6811812316395187,0.7902480712202844,0.8757175549958576,0.8836020270395393,0.8480078743205532,0.8169774815795381,0.7728635621440287,0.7705423458177991,0.7757987604625667,0.6992231356387761,0.5944439350018675,0.47723636546670667,0.36679048571959116,0.2549483176145091,0.1333497009993767,0.0228248717226629,0.0,0.08522292578111079,0.19154650419744135,0.305852411281319,0.41313610512991783,0.5230291574400483,0.6204965037566259,0.699042034496248,0.7330304172862139,0.7217942551427923,0.7111738550339934,0.6835118757775067,0.6531746819008983,0.632489489184779,0.6402670623882827,0.6647951821231359,0.6928577314530311,0.7258871660502275,0.7692854863737555,0.7816555448756337,0.766306775587636,0.7713027878814378,0.780379641679728,0.7556802744592499,0.748201054126278,0.7440699473427603,0.7495970188688923,0.7436834394004332,0.755101692619248,0.7777053482279235,0.7841793826366508,0.8000156948284847,0.7986975942262764,0.7463662516723701,0.7020667359524944,0.7175188627843481,0.7602613258771282,0.8009761808754106,0.8122665127959898,0.8082236054088154,0.7223173881209348,0.6096914403943905,0.5042081331365336,0.38637085117723347,0.27302943806813174,0.16670616818135509,0.10351775792208251,0.17160888458092005,0.27749962979077036,0.388512430015044,0.49877540899703465,0.6095840111214166,0.7136226543813846,0.7666274544846137,0.7600285168331409,0.7432896099473694,0.7255361561044671,0.701268545935382,0.6700707332495695,0.6346847677439742,0.6330585651764586,0.6738007446411163,0.7363480339181843,0.7971215841529458,0.8495098567136128,0.874893309759162,0.8807624480270047,0.8688889990362556,0.861087662256613,0.8694056964142636,0.8608540539078575,0.8317973417139721,0.8264004281067985,0.8221365077310767,0.8126779917774924,0.8106967909564391,0.8028095430839275,0.7913140142077824,0.7699719628244446,0.7117300303938325,0.6876255490464134,0.7202552713271566,0.7698296074050281,0.8091440262352263,0.8457641714684918,0.8807555032302687,0.8200895782354198,0.7163872003135978,0.6071448682109337,0.4955798401251288,0.37394161860390485,0.2547494008135698,0.18619523252852632,0.24010276410450526,0.34311776160372043,0.45927754228918305,0.56471539755041,0.6826531666174085,0.782088689267121,0.833122143119919,0.8448031792424797,0.8336769224391376,0.8306111482349068,0.8039770168268738,0.7786503892674519,0.7557761331595811,0.7258835622644257,0.7257589015314325,0.7540013723056154,0.7793720690979864,0.7902656350768242,0.7847968822071931,0.7829536897989122,0.7829498303626083,0.7809062387019803,0.7713436161032825,0.7823741029523976,0.7829513665684753,0.7829518924364018,0.784187233850191,0.7909921426085305,0.7847667011290911,0.794173971597333,0.782048176606239,0.7493887646188591
